"","Skipaskrárnúmer","Lengd","Brúttórúmmál","Brúttótonn","WSA","gerd"
"1",78,39.4,227.24,356,490.558187837398,"storir"
"2",89,36.05,178.55,276.83,421.62848899316,"storir"
"3",173,31.76,123.96,188.56,334.609503034506,"storir"
"4",177,27.09,0,186.68,332.597132789749,"midlungs"
"5",182,28.95,198.56,293.08,436.358371375982,"midlungs"
"6",233,40.09,252.16,366.53,499.242518347786,"storir"
"7",253,37.22,243.83,344,480.53587112657,"storir"
"8",264,49,331.12,471.17,580.725054859057,"storir"
"9",363,24.6,80.6,91.99,217.214834966669,"midlungs"
"10",396,10.42,7.9,10.05,57.2824519202502,"litlir"
"11",530,21.84,63.71,53,155.858934728196,"midlungs"
"12",741,20.9,64.21,61,169.623566625916,"midlungs"
"13",795,27.43,95.85,108.88,240.414353918235,"midlungs"
"14",926,22.43,51.12,58,164.551286554684,"midlungs"
"15",968,38.95,243.43,349,484.728479845154,"storir"
"16",972,41.71,256.44,400.98,526.984088342252,"storir"
"17",975,41.43,260.54,435.59,553.914235321981,"storir"
"18",1006,47.74,334.13,505.9,606.128307651508,"storir"
"19",1019,34.86,199.5,317,457.462296596495,"storir"
"20",1028,39.46,256.34,393.59,521.115692770282,"storir"
"21",1030,43.9,298.62,402.13,527.893418342036,"storir"
"22",1043,31.54,149.65,212,359.063961726287,"storir"
"23",1054,26.95,101.01,175.58,320.546919035352,"midlungs"
"24",1062,52.07,407.58,575.28,654.884865727041,"storir"
"25",1076,56.76,480.64,704.43,739.802869880787,"storir"
"26",1081,23.17,60.77,54,157.622667700198,"midlungs"
"27",1084,35.99,161.92,271.09,416.343659924914,"storir"
"28",1092,12.08,0,13.43,68.2054988553461,"litlir"
"29",1102,16.88,34.76,30.36,111.445694237403,"midlungs"
"30",1126,22.97,62.15,65,176.234719156358,"midlungs"
"31",1131,55.88,776.61,822,811.840034947583,"storir"
"32",1134,33.3,152.95,236,383.010478670693,"storir"
"33",1136,47,0,575.06,654.734087752227,"storir"
"34",1149,13.56,14.27,22.33,92.6293552985071,"litlir"
"35",1178,23.32,61.87,61,169.623566625916,"midlungs"
"36",1184,14.76,19.99,25.5,100.335546084652,"litlir"
"37",1202,35.37,150.84,255,401.286748709691,"storir"
"38",1246,28.15,99.2,183,328.634524543292,"midlungs"
"39",1254,17.2,29.36,28,106.146765511304,"midlungs"
"40",1272,52.6,486.48,671.54,718.811316360071,"storir"
"41",1274,57.89,582.96,849,827.789778785445,"storir"
"42",1277,55.9,549.27,843.95,824.822109979955,"storir"
"43",1281,53.87,550.17,819.35,810.263440614755,"storir"
"44",1303,17.4,28.83,24,96.7397136605781,"midlungs"
"45",1304,28.8,112.66,200.68,347.396224059167,"midlungs"
"46",1318,21.78,59.03,66.37,178.461551493634,"midlungs"
"47",1321,33.86,161.66,242.4,389.229962683168,"storir"
"48",1324,26.72,101.16,159.56,302.606250738591,"midlungs"
"49",1343,32.27,0,252.21,398.637853767142,"storir"
"50",1345,78.9,1065.22,1723,1267.53910622173,"storir"
"51",1351,69.74,0,1318.89,1079.15342260651,"storir"
"52",1360,69.57,0,1190.59,1014.6739081439,"storir"
"53",1371,24.68,77.89,75.32,192.582862434735,"midlungs"
"54",1399,29.29,108.36,194.92,341.358863947571,"midlungs"
"55",1401,52.82,446.46,601.15,672.458219939377,"storir"
"56",1403,17.6,40.91,35,121.407800932146,"midlungs"
"57",1416,48.87,0,714,745.837050189588,"storir"
"58",1426,29.65,115.32,189.99,336.134846402311,"midlungs"
"59",1429,11.82,9.76,11.66,62.6426551696318,"litlir"
"60",1434,23.29,73.01,76.98,195.126893269586,"midlungs"
"61",1440,17.07,27.37,25,99.1465291404313,"midlungs"
"62",1451,49.85,0,686.33,728.300294602244,"storir"
"63",1458,26.92,98.76,159.87,302.960039686844,"midlungs"
"64",1476,49.85,424.45,658.2,710.181038413147,"storir"
"65",1489,11.16,12.81,14.34,70.9512774521771,"litlir"
"66",1499,17.47,28.83,28.83,108.02993251574,"midlungs"
"67",1500,10.3,8.3,11.49,62.091233464735,"litlir"
"68",1502,16.45,29.01,23,94.2926382848982,"midlungs"
"69",1511,11.16,14.5,14.03,70.0239085109859,"litlir"
"70",1516,11.87,11.12,14.92,72.6651980568121,"litlir"
"71",1523,11.52,10.94,13.65,68.8759316221712,"litlir"
"72",1525,74.29,1181.07,1692.53,1253.99708800732,"storir"
"73",1527,23.48,72.52,83.75,205.283710578675,"midlungs"
"74",1540,10.07,7.61,7.51,48.0676479984884,"litlir"
"75",1542,11.39,14.26,12.86,66.4478132461237,"litlir"
"76",1543,17.5,29.92,40.43,132.419908166323,"midlungs"
"77",1544,8.77,8.46,8.5,51.7878430754939,"litlir"
"78",1546,15.28,23.33,20.34,87.5678932009414,"midlungs"
"79",1560,8.33,6.15,4.7,36.2510458486417,"litlir"
"80",1561,8.85,4.92,5.45,39.6303880134662,"litlir"
"81",1565,9.42,0,9.09,53.9228810096477,"litlir"
"82",1568,9.78,7.32,9.15,54.1368682420567,"litlir"
"83",1578,57,485.46,878,844.697733055773,"storir"
"84",1579,68.2,627.84,1141,989.016615961394,"storir"
"85",1585,50.85,431.18,716.43,747.364105398314,"storir"
"86",1587,14.9,26.17,25.44,100.193357114898,"litlir"
"87",1590,7.3,3.9,3.78,31.7956489652511,"litlir"
"88",1591,38.69,237.58,358,492.215416679178,"storir"
"89",1595,28.95,192.01,292.06,435.443510704367,"midlungs"
"90",1611,17.55,28.91,38.57,128.718186583128,"midlungs"
"91",1618,8.75,8.59,7.8,49.1766092803739,"litlir"
"92",1621,11.49,11.24,13.07,67.0989205906953,"litlir"
"93",1629,28.93,177.58,237.36,384.337680773258,"midlungs"
"94",1636,21.2,0,67.62,180.477422635354,"midlungs"
"95",1637,11.8,11.96,14.62,71.7820650984318,"litlir"
"96",1642,13.11,11.24,18.89,83.7547156932892,"litlir"
"97",1645,38.99,273.68,477.92,585.719204204467,"storir"
"98",1650,12.6,11.92,13.54,68.5412571868401,"litlir"
"99",1661,49.86,423.45,674,720.395328294543,"storir"
"100",1664,28.9,113.69,237.24,384.22069666466,"midlungs"
"101",1666,12.72,11.62,18.83,83.5944650130758,"litlir"
"102",1674,25.99,144.15,202.11,348.884348638949,"midlungs"
"103",1684,8.86,6.78,7.39,47.6037956250544,"litlir"
"104",1695,8.78,5.32,5.96,41.8230670759452,"litlir"
"105",1730,10.22,9.71,10.39,58.4413432839016,"litlir"
"106",1734,9.5,7.15,8.56,52.007602827072,"litlir"
"107",1737,7.8,4.59,4.78,36.6212550395562,"litlir"
"108",1742,66.74,892.8,1410.56,1123.70251196959,"storir"
"109",1743,28.92,134.06,225,372.161553559571,"midlungs"
"110",1744,8.47,4.92,5.45,39.6303880134662,"litlir"
"111",1751,24.95,113.45,180.38,325.793965908391,"midlungs"
"112",1752,41.98,299.03,531.48,624.396930933252,"storir"
"113",1755,21.99,59.3,68,181.087300855057,"midlungs"
"114",1761,12.69,11.86,19.73,85.9773658906184,"litlir"
"115",1762,10.99,9.73,10.76,59.6854699040704,"litlir"
"116",1764,12.1,0,14.78,72.2539575143497,"litlir"
"117",1765,9.45,5.86,9.35,54.8461591853544,"litlir"
"118",1769,7.8,4.59,4.78,36.6212550395562,"litlir"
"119",1770,8.87,7.51,7.33,47.3707458592997,"litlir"
"120",1771,10.15,9.62,9.61,55.7592738655273,"litlir"
"121",1774,11.77,9.3,14.88,72.5478580658586,"litlir"
"122",1775,10.15,9.69,9.61,55.7592738655273,"litlir"
"123",1776,9.79,5.97,7.96,49.7814218669579,"litlir"
"124",1777,7.8,4.59,4.8,36.7134210435146,"litlir"
"125",1785,8.68,6.05,6.71,44.916363435525,"litlir"
"126",1787,14.07,19.15,24.3,97.4658796592161,"litlir"
"127",1790,11.33,9.41,10.96,60.3508767449702,"litlir"
"128",1791,11.99,10.69,16.92,78.3816941297571,"litlir"
"129",1792,7.8,4.59,4.78,36.6212550395562,"litlir"
"130",1794,8.46,5.57,6.78,45.1978634542527,"litlir"
"131",1796,8.05,4.68,4.83,36.8513839842351,"litlir"
"132",1802,8.68,5.42,6.54,44.2278099335293,"litlir"
"133",1803,9.78,5.98,7.01,46.1147519470115,"litlir"
"134",1808,9.38,0,7.72,48.8723525363691,"litlir"
"135",1813,7.99,4.59,4.78,36.6212550395562,"litlir"
"136",1827,7.8,4.59,4.78,36.6212550395562,"litlir"
"137",1828,8.79,5.46,5.99,41.9496727418564,"litlir"
"138",1829,11.88,10.91,16.08,76.0154426502913,"litlir"
"139",1833,56.5,882.81,1469.7,1151.8324352646,"storir"
"140",1834,11.99,9.77,16.89,78.2980018557853,"litlir"
"141",1836,8.38,4.59,4.78,36.6212550395562,"litlir"
"142",1841,9.9,8.91,8.86,53.0973358107645,"litlir"
"143",1842,9.93,7.18,9.5,55.3741713763767,"litlir"
"144",1844,10.98,7.94,10.75,59.6520709255119,"litlir"
"145",1848,14.78,15.04,23.14,94.637741960753,"litlir"
"146",1852,12.67,0,18.8,83.5142634705807,"litlir"
"147",1855,25.94,0,118.41,252.870073918812,"midlungs"
"148",1856,25.46,82.57,113.74,246.818319413373,"midlungs"
"149",1857,11.06,9.63,12.94,66.6963495245026,"litlir"
"150",1859,12.78,10.83,18.32,82.2240307230594,"litlir"
"151",1861,8.4,4.68,5.07,37.9430660296581,"litlir"
"152",1862,13.63,11.32,21.11,89.5487538279704,"litlir"
"153",1868,56.86,882.81,1469.7,1151.8324352646,"storir"
"154",1871,7.8,4.59,4.78,36.6212550395562,"litlir"
"155",1873,13.97,11.7,21.59,90.7690355104278,"litlir"
"156",1876,11.04,9.74,9.73,56.1773902450956,"litlir"
"157",1881,10.34,9.76,9.7,56.0730544726438,"litlir"
"158",1883,10.98,8.2,12.27,64.5954691534671,"litlir"
"159",1887,14.62,13,29.95,110.537215379416,"litlir"
"160",1888,11.34,0,12.06,63.9276455026001,"litlir"
"161",1890,14.98,0,26.43,102.522720585302,"litlir"
"162",1893,13.49,11.35,21.15,89.6508628575829,"litlir"
"163",1902,55.6,784.07,1521,1175.87028861044,"storir"
"164",1904,9.27,5.1,5.99,41.9496727418564,"litlir"
"165",1905,39.77,254.33,477,585.040180301492,"storir"
"166",1906,10.8,9.27,10.42,58.5428683100704,"litlir"
"167",1907,14.5,18.79,25.32,99.9085781359256,"litlir"
"168",1909,11.1,9.88,11.05,60.6487314505037,"litlir"
"169",1910,9.53,8.11,8.64,52.2996645184796,"litlir"
"170",1914,11.95,0,14.74,72.1361758149141,"litlir"
"171",1915,10.4,9.95,12.14,64.1825960630877,"litlir"
"172",1918,10.59,8.62,12.16,64.2462291197881,"litlir"
"173",1920,11.87,9.98,14.55,71.5749662744428,"litlir"
"174",1921,13.84,11.73,19.74,86.003596582491,"litlir"
"175",1922,11.97,0,14.72,72.0772372655737,"litlir"
"176",1924,9.12,5.69,6.7,44.8760539339255,"litlir"
"177",1925,9.8,9.6,9.74,56.212140374128,"litlir"
"178",1926,11.02,9.74,10.86,60.0187829840822,"litlir"
"179",1928,11.64,11.65,13.72,69.0883475083542,"litlir"
"180",1932,9.8,9.6,9.54,55.5144129528127,"litlir"
"181",1937,50.53,498.83,1142.22,989.653091757996,"storir"
"182",1952,7.73,4.48,4.83,36.8513839842351,"litlir"
"183",1954,10.46,9.76,9.98,57.0419306029843,"litlir"
"184",1958,9.97,5.86,8.72,52.5906518708474,"litlir"
"185",1959,12.84,11.23,18.5,82.7094267096474,"litlir"
"186",1963,10.4,9.95,12.19,64.3416006579798,"litlir"
"187",1964,27.48,103.33,159,301.966453890133,"midlungs"
"188",1968,19.47,59.67,59,166.25340206338,"midlungs"
"189",1969,11.04,9.91,11.96,63.6080087553764,"litlir"
"190",1971,8.81,6.15,6.79,45.2379831196329,"litlir"
"191",1972,62.96,0,1551.3,1189.91652860123,"storir"
"192",1977,57.58,771.58,1402,1119.59238079535,"storir"
"193",1979,19.99,29.93,71,185.855388031307,"midlungs"
"194",1986,14.05,11.24,21.56,90.6930863503472,"litlir"
"195",1991,8.58,5.62,5.72,40.8009278462128,"litlir"
"196",1992,8.68,5.7,5.23,38.6594478330811,"litlir"
"197",1998,9.24,7.37,7.52,48.1061687191212,"litlir"
"198",1999,11.8,11.98,17.22,79.2153936365693,"litlir"
"199",2005,11.48,11.97,13.73,69.1186573878785,"litlir"
"200",2010,9,5.19,6.74,45.0371487252924,"litlir"
"201",2017,25.95,143.27,243,389.809668505504,"midlungs"
"202",2018,13.8,11.77,19.78,86.1084665061128,"litlir"
"203",2020,36.86,277.17,496.66,599.439364216681,"storir"
"204",2025,36.63,277.44,437.44,555.329267644158,"storir"
"205",2032,9.14,4.74,5.84,41.3140874104431,"litlir"
"206",2033,11.72,10.42,13.42,68.1749211960197,"litlir"
"207",2040,25.96,161.57,262.23,408.097956216459,"midlungs"
"208",2045,10.94,0,12.03,63.831865613382,"litlir"
"209",2047,19.03,27.9,34.65,120.675464710755,"midlungs"
"210",2048,28.98,0,356.48,490.956259982863,"midlungs"
"211",2049,9.86,5.79,9.4,55.0225353295135,"litlir"
"212",2050,12.45,11.97,15.3,73.7737519958645,"litlir"
"213",2056,9.97,5.47,9.15,54.1368682420567,"litlir"
"214",2062,10.82,6.88,10.41,58.5090395765134,"litlir"
"215",2064,8.75,5.54,5.93,41.6962075183328,"litlir"
"216",2068,11.88,11.14,15.26,73.657582237324,"litlir"
"217",2069,9.97,5.47,9.15,54.1368682420567,"litlir"
"218",2070,12.6,0,14.9,72.6065437329233,"litlir"
"219",2072,8.74,6.87,5.71,40.7579720581728,"litlir"
"220",2076,11.99,9.86,13.03,66.9752230048941,"litlir"
"221",2081,9,5.19,6.73,44.9969107815864,"litlir"
"222",2082,9,5.19,6.73,44.9969107815864,"litlir"
"223",2084,10.03,6.72,8.51,51.8245124715086,"litlir"
"224",2085,10.54,5.99,9.45,55.1985384744767,"litlir"
"225",2088,8.55,4.68,5.84,41.3140874104431,"litlir"
"226",2090,9.16,0,6.91,45.7175990612951,"litlir"
"227",2091,9.93,7.23,9.81,56.45499490186,"litlir"
"228",2093,12.27,9.57,14.53,71.5157223932614,"litlir"
"229",2097,9.25,5.12,5.9,41.5690922715424,"litlir"
"230",2098,8.64,0,5.85,41.3566603770026,"litlir"
"231",2099,13.15,10.9,19.03,84.1278481688211,"litlir"
"232",2104,8.67,5.96,5.79,41.1007858258012,"litlir"
"233",2106,10.47,0,11.29,61.4383272848753,"litlir"
"234",2110,10.3,5.66,9.7,56.0730544726438,"litlir"
"235",2112,8.55,4.74,5.84,41.3140874104431,"litlir"
"236",2122,9.96,9.61,10.19,57.7615034595251,"litlir"
"237",2125,11.96,8.35,13.73,69.1186573878785,"litlir"
"238",2126,8.96,6.43,7.52,48.1061687191212,"litlir"
"239",2136,10.45,0,10.18,57.7273727246091,"litlir"
"240",2147,8.95,6.11,5.79,41.1007858258012,"litlir"
"241",2148,9.15,6.85,8.14,50.45608177117,"litlir"
"242",2151,11.03,0,11.57,62.3511276295365,"litlir"
"243",2157,9.07,0,7.79,49.1386453365286,"litlir"
"244",2158,43.21,411.72,689.16,730.106655841176,"storir"
"245",2159,43.21,410.98,689.16,730.106655841176,"storir"
"246",2161,8.73,6.81,7.23,46.9806352762388,"litlir"
"247",2162,8.61,6.87,5.68,40.6289246900917,"litlir"
"248",2163,9.1,8.18,5.16,38.3471198189951,"litlir"
"249",2166,8.93,7.72,7.58,48.3368663426906,"litlir"
"250",2170,65.47,940.17,1845,1320.83158338192,"storir"
"251",2171,8.86,6.11,5.98,41.9074989533446,"litlir"
"252",2174,8.88,5.81,5.59,40.2401451345751,"litlir"
"253",2177,9.19,8.37,7.6,48.4136038981224,"litlir"
"254",2178,11.13,8.2,11.2,61.143019149951,"litlir"
"255",2179,8.86,6.87,5.76,40.9724529411737,"litlir"
"256",2182,51.45,736.36,1199.76,1019.37140299364,"storir"
"257",2183,10.86,6.11,9.32,54.7401532994662,"litlir"
"258",2184,66.96,1217.44,2157,1451.0935691217,"storir"
"259",2185,9,7.26,7.03,46.1939112621363,"litlir"
"260",2189,9.13,7.05,5.7,40.7149863185149,"litlir"
"261",2192,8.99,4.75,5.4,39.4111106082409,"litlir"
"262",2195,8.42,6.87,5.63,40.4132412835137,"litlir"
"263",2207,10.71,0,11.17,61.0443734122147,"litlir"
"264",2209,9.97,5.41,7.14,46.6276957038899,"litlir"
"265",2238,9.13,5.62,5.89,41.5266633889673,"litlir"
"266",2243,11.98,11.97,14.94,72.7238210962463,"litlir"
"267",2256,10.58,9.98,10.73,59.5852358492509,"litlir"
"268",2257,9.42,5.07,5.67,40.585848653423,"litlir"
"269",2262,41.98,0,737.09,760.264973981008,"storir"
"270",2264,8.74,7.31,5.6,40.2834652611935,"litlir"
"271",2265,59.97,1062.97,1854.35,1324.85710357617,"storir"
"272",2274,17.14,36.49,43.59,138.557017126703,"midlungs"
"273",2282,8.98,6.11,5.96,41.8230670759452,"litlir"
"274",2298,10.54,11.08,11.83,63.1908862459185,"litlir"
"275",2304,9.16,7.39,5.87,41.4417195161582,"litlir"
"276",2306,10.75,0,8.34,51.1987776578115,"litlir"
"277",2307,10.71,0,8.28,50.9767205448337,"litlir"
"278",2313,21.95,135.02,159.28,302.28646422264,"midlungs"
"279",2314,11.92,9.86,10.99,60.4502694359116,"litlir"
"280",2316,10.15,0,9.74,56.212140374128,"litlir"
"281",2317,9.07,6.8,5.95,41.7808088552471,"litlir"
"282",2319,9.55,7.29,7.2,46.8631840680441,"litlir"
"283",2320,10,8.21,8.44,51.5674650540474,"litlir"
"284",2325,21.88,72.03,106.93,237.812987817944,"midlungs"
"285",2326,10.95,8.59,10.31,58.1700378759642,"litlir"
"286",2328,9.15,0,7.22,46.9415064630332,"litlir"
"287",2330,19.8,51.87,55.27,159.843981148179,"midlungs"
"288",2331,11.13,0,9.16,54.1724784172737,"litlir"
"289",2335,9.36,7,5.81,41.1861940899492,"litlir"
"290",2338,13.25,0,14.99,72.8702422090034,"litlir"
"291",2339,9.72,8.63,8.33,51.1618124029049,"litlir"
"292",2340,19.9,0,64.51,175.433734860418,"midlungs"
"293",2342,9.47,6.38,7.98,49.8566817897566,"litlir"
"294",2347,9.17,7.39,5.92,41.653864268704,"litlir"
"295",2350,69.9,980.42,2233,1481.66028953128,"storir"
"296",2352,9.89,0,8.31,51.0878288657143,"litlir"
"297",2354,41.36,344.33,569,650.571770388352,"storir"
"298",2356,8.88,5.06,4.84,36.8972957891102,"litlir"
"299",2357,11.31,9.22,9.7,56.0730544726438,"litlir"
"300",2358,9.13,8.16,7.17,46.7455379243302,"litlir"
"301",2359,9.2,7.39,5.91,41.6114925422353,"litlir"
"302",2365,9.6,7.72,8.24,50.8283265624535,"litlir"
"303",2367,9.42,7.54,8.02,50.0069767955684,"litlir"
"304",2368,9.24,8.21,7.7,48.796092581787,"litlir"
"305",2370,9.55,0,7.24,47.0197425555745,"litlir"
"306",2373,9.62,7.75,8.56,52.007602827072,"litlir"
"307",2374,9.82,8.06,8.99,53.5649821471654,"litlir"
"308",2379,9.89,10.96,10.36,58.3397015197515,"litlir"
"309",2381,9.72,7.72,8.43,51.5306748437016,"litlir"
"310",2383,9.5,7.72,8.34,51.1987776578115,"litlir"
"311",2384,9.72,8.3,8.41,51.4570422732856,"litlir"
"312",2385,9.39,0,8.2,50.6796455986447,"litlir"
"313",2387,9.52,0,9.06,53.8156766305411,"litlir"
"314",2388,72.9,1217.69,1999.79,1386.46922545474,"storir"
"315",2389,9.95,0,9.19,54.2792162220591,"litlir"
"316",2390,11.89,11.99,15.47,74.2661309333446,"litlir"
"317",2392,9.54,8.02,8.26,50.9025593047753,"litlir"
"318",2394,9.48,8.73,8.73,52.6269504387622,"litlir"
"319",2398,9.53,7.54,8.3,51.0508105239628,"litlir"
"320",2399,9.42,7,5.84,41.3140874104431,"litlir"
"321",2400,15.57,29.93,68.19,181.391731201169,"midlungs"
"322",2401,40.06,0,778.88,785.928255152117,"storir"
"323",2403,28.91,246.25,357.36,491.685505289525,"midlungs"
"324",2405,14.29,27.22,25.1,99.3850842950961,"litlir"
"325",2406,11.92,0,14.98,72.8409735556948,"litlir"
"326",2407,76.2,1553.57,3003,1770.94853332298,"storir"
"327",2408,22,115.73,196,342.496221831059,"midlungs"
"328",2410,78.96,1632.51,3239,1853.46769448981,"storir"
"329",2411,75.21,0,2724,1669.98398464295,"storir"
"330",2416,9.15,7.39,5.87,41.4417195161582,"litlir"
"331",2417,9.5,6.33,5.98,41.9074989533446,"litlir"
"332",2419,9.57,7.26,5.94,41.7385223582335,"litlir"
"333",2421,9.45,0,8.21,50.7168428508471,"litlir"
"334",2423,8.73,6.77,5.99,41.9496727418564,"litlir"
"335",2426,11.3,0,10.7,59.4848901949337,"litlir"
"336",2428,8.94,5.72,4.82,36.8054343316484,"litlir"
"337",2430,23.94,0,134.74,273.321974206364,"midlungs"
"338",2431,9.5,6.99,5.99,41.9496727418564,"litlir"
"339",2432,9.58,7.72,8.41,51.4570422732856,"litlir"
"340",2433,28.87,209.99,326.62,465.769858314173,"midlungs"
"341",2434,9.5,7.09,5.84,41.3140874104431,"litlir"
"342",2435,9.54,9,8.33,51.1618124029049,"litlir"
"343",2436,9.55,7.72,8.34,51.1987776578115,"litlir"
"344",2437,10.97,6.79,11.06,60.6817667119552,"litlir"
"345",2440,9.49,6.99,5.99,41.9496727418564,"litlir"
"346",2441,8.73,6.77,5.99,41.9496727418564,"litlir"
"347",2444,28.93,290.55,485.67,591.41873675415,"midlungs"
"348",2446,28.9,156.59,251,397.485426683878,"midlungs"
"349",2447,10.35,10.68,11.78,63.0299692035474,"litlir"
"350",2449,28.62,209.99,326.62,465.769858314173,"midlungs"
"351",2451,9.88,8.96,9.49,55.33907428432,"litlir"
"352",2452,9.97,8.93,8.42,51.4938672597319,"litlir"
"353",2453,9.49,8.93,8.44,51.5674650540474,"litlir"
"354",2454,23.98,0,134.74,273.321974206364,"midlungs"
"355",2458,11.1,11.29,12.08,63.9914460861715,"litlir"
"356",2461,10.12,7.61,6.83,45.3982271684263,"litlir"
"357",2462,23.99,100.16,122.44,258.01649379313,"midlungs"
"358",2463,23.99,100.16,122.44,258.01649379313,"midlungs"
"359",2465,9.54,7.72,8.38,51.3464626093218,"litlir"
"360",2468,25.43,0,193.75,340.123892149241,"midlungs"
"361",2471,9.69,8.56,8.26,50.9025593047753,"litlir"
"362",2477,9.9,0,7.7,48.796092581787,"litlir"
"363",2478,9.57,9,8.42,51.4938672597319,"litlir"
"364",2481,14.98,0,28.65,107.623386893003,"litlir"
"365",2482,11.14,12.08,14.02,69.9938583512968,"litlir"
"366",2486,8.24,0,4.83,36.8513839842351,"litlir"
"367",2488,9.55,0,8.7,52.5180049946596,"litlir"
"368",2491,9.5,6.4,5.94,41.7385223582335,"litlir"
"369",2494,9.2,8.04,5.81,41.1861940899492,"litlir"
"370",2495,9.53,7.72,8.33,51.1618124029049,"litlir"
"371",2497,11.08,11.29,11.7,62.7719353589237,"litlir"
"372",2499,9.5,6.79,5.99,41.9496727418564,"litlir"
"373",2500,13.84,18.84,24.76,98.5724419583415,"litlir"
"374",2501,9.5,6.79,5.99,41.9496727418564,"litlir"
"375",2502,9,7.25,5.88,41.4842058265762,"litlir"
"376",2504,7.71,5.43,4.63,35.9250504482364,"litlir"
"377",2507,10,7.57,9.25,54.4922766973633,"litlir"
"378",2512,8.62,5.44,4.55,35.5500725088801,"litlir"
"379",2515,11.27,11.57,13.84,69.4514882216735,"litlir"
"380",2517,8.34,5.3,3.68,31.2865745822948,"litlir"
"381",2519,8.73,6.33,5.92,41.653864268704,"litlir"
"382",2529,8.86,6.35,5.19,38.4811798740706,"litlir"
"383",2532,8.78,0,5.03,37.7625711958569,"litlir"
"384",2535,9.5,6.78,5.86,41.3992043892236,"litlir"
"385",2538,9.58,6.99,7.18,46.7847750352799,"litlir"
"386",2539,8.73,6.99,5.99,41.9496727418564,"litlir"
"387",2544,10,5.95,9.25,54.4922766973633,"litlir"
"388",2545,11.67,13.14,14.82,72.371612415551,"litlir"
"389",2555,7.87,5.47,4.09,33.3407266960535,"litlir"
"390",2557,9.56,7.76,8.47,51.6777317306424,"litlir"
"391",2558,10,6.25,9.26,54.5277332343974,"litlir"
"392",2560,11.35,11.22,14.62,71.7820650984318,"litlir"
"393",2564,8.71,5.84,4.73,36.3901660085644,"litlir"
"394",2567,8.74,7.18,5.98,41.9074989533446,"litlir"
"395",2568,8.11,5.61,3.68,31.2865745822948,"litlir"
"396",2570,13.16,10.88,14.5,71.4267956808137,"litlir"
"397",2571,11.51,11.2,14.9,72.6065437329233,"litlir"
"398",2572,7.95,5.4,4.08,33.2916291550567,"litlir"
"399",2574,11.65,11.29,14.71,72.0477560395803,"litlir"
"400",2575,12.01,10.88,14.54,71.5453483880245,"litlir"
"401",2576,9.28,0,7.25,47.0588283426094,"litlir"
"402",2577,9.45,9.83,8.28,50.9767205448337,"litlir"
"403",2578,9.21,0,5.82,41.2288543366808,"litlir"
"404",2579,11.34,11.76,13.9,69.6325885045287,"litlir"
"405",2580,11.55,11.41,14.87,72.5185034602331,"litlir"
"406",2581,11.8,11.41,14.87,72.5185034602331,"litlir"
"407",2584,7.29,4.33,4.15,33.634314773602,"litlir"
"408",2585,12.06,11.29,14.92,72.6651980568121,"litlir"
"409",2586,11.39,11.29,14.88,72.5478580658586,"litlir"
"410",2587,7.83,0,4.83,36.8513839842351,"litlir"
"411",2588,8.7,5.84,4.71,36.2974583991622,"litlir"
"412",2589,11.1,0,11.43,61.89583993882,"litlir"
"413",2590,8.73,7.18,5.99,41.9496727418564,"litlir"
"414",2595,10.25,10.4,10.66,59.350921633061,"litlir"
"415",2596,8.7,10,6.35,43.4497630804678,"litlir"
"416",2597,9.54,7.31,7.19,46.8239904024292,"litlir"
"417",2599,12.05,0,14.97,72.8116971250346,"litlir"
"418",2604,13.39,0,20.95,89.139545318494,"litlir"
"419",2606,12.3,11.55,14.98,72.8409735556948,"litlir"
"420",2612,8.7,6.12,4.93,37.3088167399589,"litlir"
"421",2614,11.78,11.33,14.78,72.2539575143497,"litlir"
"422",2615,11.78,11.13,14.82,72.371612415551,"litlir"
"423",2617,12.52,11.05,14.79,72.2833831082522,"litlir"
"424",2618,70.67,899.56,1741.53,1275.72794251744,"storir"
"425",2620,8.69,6.77,5.97,41.8652970866318,"litlir"
"426",2626,66,1315,2464.36,1572.25697101512,"storir"
"427",2630,11.1,11,12.47,65.2272749537156,"litlir"
"428",2631,10.98,11.4,14.56,71.6045760603058,"litlir"
"429",2635,7.29,4.09,3.32,29.4064606721792,"litlir"
"430",2640,12.07,11.29,14.9,72.6065437329233,"litlir"
"431",2641,11.73,11.43,14.9,72.6065437329233,"litlir"
"432",2650,12.43,11.29,14.84,72.4303924663688,"litlir"
"433",2651,12.43,11.34,14.79,72.2833831082522,"litlir"
"434",2652,12.74,11.34,14.67,71.9297512832103,"litlir"
"435",2655,11.62,11.49,14.47,71.3377957115979,"litlir"
"436",2656,10.01,9.15,9.37,54.9167545807784,"litlir"
"437",2657,13.04,0,14.98,72.8409735556948,"litlir"
"438",2660,14.91,29.9,31.55,114.055241114176,"litlir"
"439",2661,12.4,11.29,14.88,72.5478580658586,"litlir"
"440",2664,12.77,0,17.33,79.5196325969878,"litlir"
"441",2666,11.63,11.59,14.98,72.8409735556948,"litlir"
"442",2668,9.99,9.03,9.18,54.2436523837275,"litlir"
"443",2670,12.77,11.96,14.96,72.7824129097588,"litlir"
"444",2671,8.74,6.39,6.02,42.0760262919763,"litlir"
"445",2672,12.69,11.96,14.91,72.6358748090902,"litlir"
"446",2673,12.69,11.96,14.91,72.6358748090902,"litlir"
"447",2677,35.38,299.85,569.39,650.840171817926,"storir"
"448",2678,12.27,11.29,14.83,72.401006384733,"litlir"
